district,treasurer,attorney_general,boe_at_large,partisan_index
1,0.31328609006885255,0.2957966931329861,0.3057262084154399,0.30493633053909286
2,0.26639869711355213,0.26170187332433953,0.27717457394506884,0.2684250481276535
3,-0.011689212066491483,-0.032969480953441765,-0.016514778525897056,-0.020391157181943436
4,0.10929210247082005,0.10569688283769257,0.12745573611447975,0.1141482404743308
5,-0.004287413858896916,-0.011891079480152111,0.006407498811329682,-0.0032569981759064484
