district,state_treasurer,attorney_general,boe_at_large,partisan_index
1,0.34350050330249166,0.32744255812367906,0.33872758563259864,0.3365568823529231
2,0.2576366070341974,0.25511059985141515,0.2739182311831885,0.2622218126896003
3,-0.036135566809505304,-0.058367554099570895,-0.04099394550958624,-0.045165688806220815
4,-0.0647682858738135,-0.07093151019411548,-0.05595970900951319,-0.06388650169248072
5,0.15435107787065555,0.14770556153819436,0.16454932576295245,0.1555353217239341
